M10E	M10G	M11E	M11G	M12E	M12G	M13E	M13G	M14E	M14G	M15E	M15G	M16E	M16G	M1A	M1E	M1G	M2A	M2E	M2G	M3A	M3E	M3G	M4A	M4E	M4G	M5E	M5G	M6E	M6G	M7E	M7G	M8A	M8E	M8G	M9E	M9G	O10E	O10G	O11E	O11G	O12E	O12G	O13E	O13G	O14E	O14G	O15C	O15E	O15G	O16E	O16G	O1E	O1G	O2E	O2G	O3E	O3G	O4E	O4G	O5E	O5G	O6E	O6G	O7E	O7G	O8E	O8G	O9E	O9G	SM1E	SM1G	SM2E	SM2G	SM3E	SM3G	SM4E	SM4G	SO1E	SO1G	SO2E	SO2G	SO3E	SO3G	SO4E	SO4G	M10A	M10C	M11A	M11C	M12A	M12C	M13A	M13C	M14A	M14C	M15A	M15C	M16A	M16C	M1C	M2C	M3C	M4C	M5A	M5C	M6A	M6C	M7A	M7C	M8C	M9A	M9C	O10A	O10C	O11A	O11C	O12A	O12C	O13A	O13C	O14A	O14C	O15A	O16A	O16C	O1A	O1C	O2A	O2C	O3A	O3C	O4A	O4C	O5A	O5C	O6A	O6C	O7A	O7C	O8A	O8C	O9A	O9C	taxonomy
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	663	0	0	0	80	0	0	693	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	25	0	0	236	141	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae;g__unidentified;s__unidentified"
0	0	0	0	0	0	0	0	0	0	0	14	5	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	3	571	113	34	0	0	0	0	3	44	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	40	10	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	13	5	0	0	0	0	0	15	0	0	10	30	14	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;__;__;__;__"
0	0	0	0	0	130	0	0	0	0	0	8	0	15	19	0	3	8	0	0	91	0	10	23	0	94	46	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	0	27	0	0	0	24	0	0	0	0	0	0	13	2	0	0	0	0	0	0	0	0	0	9	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	26	0	19	38	0	21	9	13	0	65	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	33	0	0	16	0	0	15	14	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;__;__;__"
0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	3	9	0	6	0	50	10	0	19	24	0	0	2	0	2	0	0	0	23	0	0	0	7	0	3	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	8	9	0	36	31	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriales_fam_Incertae_sedis;g__Sarcinomyces;s__Sarcinomyces_crustaceus"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	9	0	45	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Epibryaceae;g__Epibryon;s__Epibryon_interlamellare"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;__;__"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	39	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	66	4	0	0	20	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	11	0	0	8	0	0	72	14	6	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;__"
0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	6	0	0	0	0	12	47	98	0	10	5	0	17	29	3	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	120	172	12	0	0	0	0	0	0	0	83	33	0	0	0	0	2	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__Cladophialophora_minutissima"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	35	254	0	0	14	24	0	0	66	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	17	55	52	47	15	0	0	29	0	0	110	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__Cladophialophora_sylvestris"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	23	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	13	0	3	0	0	0	25	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__unidentified"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	9	4	4	0	2	38	4	12	0	10	52	5	0	0	4	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	3	0	3	0	3	0	9	11	9	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	10	0	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_xenobiotica"
0	0	0	0	0	0	0	0	0	0	27	96	0	0	44	23	77	17	0	0	61	0	32	85	0	40	0	10	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	9	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	54	195	277	19	0	120	0	65	174	7	30	208	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	42	0	6	0	0	7	0	73	5	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__unidentified"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	10	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0	0	0	149	235	61	49	82	377	5	0	80	345	8	0	147	57	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	62	71	104	73	31	73	6	208	302	0	0	402	123	14	18	5	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Knufia;s__Knufia_peltigerae"
0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	17	2	0	0	0	21	33	41	199	0	63	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	9	17	0	2	3	0	0	32	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	20	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	42	43	36	2	44	0	147	201	39	372	0	133	0	0	0	0	0	0	0	0	0	0	0	10	6	13	4	13	17	15	26	0	5	7	5	14	3	3	102	48	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified;g__unidentified;s__unidentified"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Coryneliales;__;__;__"
19	0	8	0	182	74	1094	9	311	34	57	24	19	15	19	35	8	12	77	212	83	17	14	54	40	64	28	51	3306	1138	509	220	155	12	69	46	32	0	0	0	0	0	0	0	0	0	0	13	17	110	0	4	0	50	0	0	0	20	17	0	0	0	0	0	11	0	5	4	0	0	0	224	583	506	1813	1392	1222	252	0	0	0	0	6	8	0	0	148	820	0	588	13	61	123	36	330	821	332	15	75	100	120	304	165	226	54	169	211	1984	24	0	692	177	60	0	0	0	0	0	0	0	0	0	6	223	0	0	0	0	26	33	0	11	245	59	18	21	33	15	0	332	5	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;__"
180	115	391	311	5	4	0	0	91	24	4	16	0	0	0	4	0	0	7	8	0	0	13	0	9	30	0	8	19	67	24	365	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	13	130	8	11	0	0	0	0	0	0	0	0	8	45	63	297	0	7	0	0	46	154	4	0	0	7	0	3	16	8	0	27	0	10	20	0	7	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_arenicola"
396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_bialowiezense"
1364	390	875	3215	123	46	10742	627	0	0	18	0	0	0	0	0	0	0	0	38	13	6	0	0	0	0	9	7	1058	4647	648	2289	18	911	20	644	731	33	64	77	14	112	115	31	3	0	0	0	7	0	0	0	0	0	16	0	0	0	0	0	0	0	68	23	119	31	48	9	45	88	285	2915	3419	4338	392	428	7791	5607	0	0	22	30	10	25	28	29	279	1348	21	838	34	255	32	1459	0	0	81	0	11	30	0	63	50	0	0	19	82	1077	342	0	1731	188	734	0	11	0	17	0	6	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	12	11	0	754	0	0	0	83	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_canescens"
21	0	20	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	816	480	10	1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_citreonigrum"
27	13	9	47	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	18	288	123	96	0	0	26	24	0	18	0	0	0	0	0	0	24	477	25	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	19	27	2	28	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_desertorum"
83	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	44	161	20	0	16	46	31	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_melinii"
635	122	24	0	0	0	202	0	41	0	20	0	0	0	5	28	0	0	38	25	5	0	0	0	176	0	8	8	11	10	26	10	0	0	5	22	0	0	11	0	0	0	0	0	0	0	0	10	4	151	28	0	0	197	9	27	0	15	0	0	12	11	0	7	0	0	0	0	0	0	0	0	0	0	68	45	0	0	0	0	0	0	0	0	0	0	5	35	0	40	0	36	0	0	34	19	18	0	18	0	14	59	19	36	0	8	0	48	0	0	28	154	52	0	0	0	0	5	0	0	0	0	0	152	0	0	42	5	62	107	0	0	51	170	30	25	14	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_spinulosum"
0	0	0	0	0	0	11	0	0	0	0	0	0	0	6	10	0	0	0	14	0	0	10	0	11	0	7	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	47	261	0	0	5	156	4	77	0	43	6	24	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	0	11	0	0	16	75	14	24	0	103	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	13	0	41	326	5	8	15	252	0	28	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__unidentified"
0	0	0	0	5	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	52	0	0	0	0	0	0	0	29	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Phialomyces;s__unidentified"
0	0	0	0	38	0	0	0	72	16	0	0	0	0	0	0	0	0	0	0	19	73	95	41	25	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	15	0	0	0	77	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Rasamsonia;s__Rasamsonia_brevistipitata"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Rasamsonia;s__unidentified"
0	0	32	0	0	0	10	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	146	0	0	0	0	95	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Sagenomella;__"
50	47	26	23	705	638	31	5	1236	133	146	845	56	284	145	163	156	0	42	32	481	87	505	1235	548	1259	3	43	62	16	94	8	91	6	14	152	172	0	0	0	0	0	11	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	22	0	287	346	0	0	0	0	0	0	0	0	0	0	0	0	0	20	6	52	19	260	29	3	1095	2260	193	811	356	663	437	50	674	876	0	70	10	194	0	0	8	303	243	0	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0	0	0	0	6	0	0	0	3	0	0	9	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Sagenomella;s__Sagenomella_diversispora"
12	0	11	0	0	0	0	0	77	0	0	20	0	0	0	0	0	149	151	46	0	0	0	88	28	47	0	13	0	0	0	0	0	0	0	20	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	178	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	214	0	40	0	104	0	100	0	0	0	13	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Sagenomella;s__Sagenomella_verticillata"
0	0	0	0	206	184	0	0	77	51	0	0	0	0	0	0	0	0	0	0	128	595	402	0	32	0	0	0	0	0	0	0	136	0	14	25	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	85	49	0	0	0	0	30	0	154	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Sagenomella;s__unidentified"
102	6	80	4442	0	0	4149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	141	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	5	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;__"
0	0	0	0	0	0	12	0	0	0	0	0	0	4	14	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	28	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	3	51	10	0	0	0	0	0	0	52	162	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__unidentified;g__unidentified;s__unidentified"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis;g__Chrysosporium;s__Chrysosporium_pseudomerdarium"
0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis;g__Chrysosporium;s__Chrysosporium_sulfureum"
0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis;g__Chrysosporium;s__Chrysosporium_undulatum"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	30	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Phaeomoniellales;f__Phaeomoniellaceae;__;__"
